Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Record/Login/Page_Advantage Shopping/input_OR_username""), username)",Chrome 121.0.0.0,,,13-02-2024 07:50:45,13-02-2024 07:50:47,1.586s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Record/Login/Page_Advantage Shopping/input_Username_password""), password)",Chrome 121.0.0.0,,,13-02-2024 07:50:47,13-02-2024 07:50:48,1.271s,PASSED
"click(findTestObject(""Object Repository/Record/Login/Page_Advantage Shopping/button_SIGN IN""))",Chrome 121.0.0.0,,,13-02-2024 07:50:48,13-02-2024 07:51:20,31.951s,PASSED
"verifyElementText(findTestObject(""Object Repository/Record/Login/Page_Advantage Shopping/span_testname""), username)",Chrome 121.0.0.0,,,13-02-2024 07:51:20,13-02-2024 07:51:21,1.405s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,13-02-2024 07:51:21,13-02-2024 07:51:22,0.500s,PASSED
Video,Chrome 121.0.0.0,,,13-02-2024 07:51:24,13-02-2024 07:51:24,0.002s,PASSED
,,,,,,,
Test Cases/Login 01 - Sukses,Chrome 121.0.0.0,,,13-02-2024 07:51:24,13-02-2024 07:52:14,49.761s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,13-02-2024 07:51:24,13-02-2024 07:51:25,0.818s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/#/"")",Chrome 121.0.0.0,,,13-02-2024 07:51:25,13-02-2024 07:51:28,3.024s,PASSED
"click(findTestObject(""Object Repository/Record/Login/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,13-02-2024 07:51:28,13-02-2024 07:51:35,7.306s,PASSED
"setText(findTestObject(""Object Repository/Record/Login/Page_Advantage Shopping/input_OR_username""), username)",Chrome 121.0.0.0,,,13-02-2024 07:51:35,13-02-2024 07:51:36,1.184s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Record/Login/Page_Advantage Shopping/input_Username_password""), password)",Chrome 121.0.0.0,,,13-02-2024 07:51:36,13-02-2024 07:51:38,1.638s,PASSED
"click(findTestObject(""Object Repository/Record/Login/Page_Advantage Shopping/button_SIGN IN""))",Chrome 121.0.0.0,,,13-02-2024 07:51:38,13-02-2024 07:52:10,31.983s,PASSED
"verifyElementText(findTestObject(""Object Repository/Record/Login/Page_Advantage Shopping/span_testname""), username)",Chrome 121.0.0.0,,,13-02-2024 07:52:10,13-02-2024 07:52:11,1.162s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,13-02-2024 07:52:11,13-02-2024 07:52:11,0.489s,PASSED
Video,Chrome 121.0.0.0,,,13-02-2024 07:52:14,13-02-2024 07:52:14,0.002s,PASSED
,,,,,,,
Test Cases/Login 02 - Gagal,Chrome 121.0.0.0,,,13-02-2024 07:52:14,13-02-2024 07:52:38,24.687s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,13-02-2024 07:52:14,13-02-2024 07:52:15,0.763s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/#/"")",Chrome 121.0.0.0,,,13-02-2024 07:52:15,13-02-2024 07:52:17,2.943s,PASSED
"click(findTestObject(""Spy/Homepage/Page_Advantage Shopping/userIcon""))",Chrome 121.0.0.0,,,13-02-2024 07:52:17,13-02-2024 07:52:24,6.066s,PASSED
delay(4),Chrome 121.0.0.0,,,13-02-2024 07:52:24,13-02-2024 07:52:28,4.108s,PASSED
"setText(findTestObject(""Spy/Homepage/Page_Advantage Shopping/usernameInput""), username)",Chrome 121.0.0.0,,,13-02-2024 07:52:28,13-02-2024 07:52:29,0.957s,PASSED
"setEncryptedText(findTestObject(""Spy/Homepage/Page_Advantage Shopping/passwordInput""), password)",Chrome 121.0.0.0,,,13-02-2024 07:52:29,13-02-2024 07:52:30,1.264s,PASSED
"click(findTestObject(""Spy/Homepage/Page_Advantage Shopping/signInButton""))",Chrome 121.0.0.0,,,13-02-2024 07:52:30,13-02-2024 07:52:31,0.825s,PASSED
"verifyTextPresent(""Incorrect user name or password."", false)",Chrome 121.0.0.0,,,13-02-2024 07:52:31,13-02-2024 07:52:32,1.127s,PASSED
delay(4),Chrome 121.0.0.0,,,13-02-2024 07:52:32,13-02-2024 07:52:36,4.019s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,13-02-2024 07:52:36,13-02-2024 07:52:36,0.386s,PASSED
Video,Chrome 121.0.0.0,,,13-02-2024 07:52:38,13-02-2024 07:52:38,0.003s,PASSED
