Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 13:43:46,12-02-2024 13:43:47,0.832s,PASSED
navigateToUrl(url),Chrome 121.0.0.0,,,12-02-2024 13:43:47,12-02-2024 13:43:50,3.158s,PASSED
"click(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 13:43:50,12-02-2024 13:43:56,5.947s,PASSED
delay(3),Chrome 121.0.0.0,,,12-02-2024 13:43:56,12-02-2024 13:43:59,3.015s,PASSED
"click(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/a_CREATE NEW ACCOUNT""))",Chrome 121.0.0.0,,,12-02-2024 13:43:59,12-02-2024 13:44:00,0.911s,PASSED
"setText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input__usernameRegisterPage""), username)",Chrome 121.0.0.0,,,12-02-2024 13:44:00,12-02-2024 13:44:03,3.018s,PASSED
"setText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input__emailRegisterPage""), email)",Chrome 121.0.0.0,,,12-02-2024 13:44:03,12-02-2024 13:44:04,1.510s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input__passwordRegisterPage""), password)",Chrome 121.0.0.0,,,12-02-2024 13:44:04,12-02-2024 13:44:05,0.767s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input__confirm_passwordRegisterPage""), password)",Chrome 121.0.0.0,,,12-02-2024 13:44:05,12-02-2024 13:44:06,1.258s,PASSED
"setText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input_PERSONAL DETAILS_first_nameRegisterPage""), firstName)",Chrome 121.0.0.0,,,12-02-2024 13:44:06,12-02-2024 13:44:08,1.229s,PASSED
"setText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input_- Use maximum 30 character_last_nameR_6ef033""), lastName)",Chrome 121.0.0.0,,,12-02-2024 13:44:08,12-02-2024 13:44:09,1.252s,PASSED
"setText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input_- Use maximum 30 character_phone_numb_7c938a""), phoneNumber)",Chrome 121.0.0.0,,,12-02-2024 13:44:09,12-02-2024 13:44:11,1.778s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/select_AfganistanAlbaniaAlgeriaAmerican Sam_3cef8a""), country, true)",Chrome 121.0.0.0,,,12-02-2024 13:44:11,12-02-2024 13:44:22,11.615s,PASSED
"setText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input_Country_cityRegisterPage""), city)",Chrome 121.0.0.0,,,12-02-2024 13:44:22,12-02-2024 13:44:23,0.991s,PASSED
"setText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input_- Use maximum 25 character_addressReg_9e23b3""), address)",Chrome 121.0.0.0,,,12-02-2024 13:44:23,12-02-2024 13:44:25,1.375s,PASSED
"setText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input_- Use maximum 50 character_state__pro_272a54""), region)",Chrome 121.0.0.0,,,12-02-2024 13:44:25,12-02-2024 13:44:26,1.670s,PASSED
"setText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input_- Use maximum 10 character_postal_cod_639c2f""), postCode)",Chrome 121.0.0.0,,,12-02-2024 13:44:26,12-02-2024 13:44:28,1.807s,PASSED
"click(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input_Receive exclusive offers and promotio_5c7450""))",Chrome 121.0.0.0,,,12-02-2024 13:44:28,12-02-2024 13:44:29,1.262s,PASSED
"click(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/button_REGISTER""))",Chrome 121.0.0.0,,,12-02-2024 13:44:29,12-02-2024 13:44:30,0.672s,PASSED
"verifyElementText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/span_testname""), username)",Chrome 121.0.0.0,,,12-02-2024 13:44:30,12-02-2024 13:45:02,31.645s,PASSED
delay(3),Chrome 121.0.0.0,,,12-02-2024 13:45:02,12-02-2024 13:45:05,3.020s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,12-02-2024 13:45:05,12-02-2024 13:45:05,0.696s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 13:45:08,12-02-2024 13:45:08,0.004s,PASSED
,,,,,,,
Test Cases/Register 02 - Tidak Sesuai Kondisi,Chrome 121.0.0.0,,,12-02-2024 13:45:08,12-02-2024 13:45:35,27.333s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 13:45:08,12-02-2024 13:45:09,1.086s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/#/"")",Chrome 121.0.0.0,,,12-02-2024 13:45:09,12-02-2024 13:45:11,1.816s,PASSED
"click(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 13:45:11,12-02-2024 13:45:14,2.733s,PASSED
delay(3),Chrome 121.0.0.0,,,12-02-2024 13:45:14,12-02-2024 13:45:17,3.018s,PASSED
"click(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/a_CREATE NEW ACCOUNT""))",Chrome 121.0.0.0,,,12-02-2024 13:45:17,12-02-2024 13:45:18,0.939s,PASSED
"setText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input__usernameRegisterPage""), ""test"")",Chrome 121.0.0.0,,,12-02-2024 13:45:18,12-02-2024 13:45:24,6.465s,PASSED
"setText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input__emailRegisterPage""), ""mail.com"")",Chrome 121.0.0.0,,,12-02-2024 13:45:24,12-02-2024 13:45:26,1.705s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input__passwordRegisterPage""), ""NOZHw6sL/1I="")",Chrome 121.0.0.0,,,12-02-2024 13:45:26,12-02-2024 13:45:27,0.808s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input__confirm_passwordRegisterPage""), ""NmLWqEVKCcs="")",Chrome 121.0.0.0,,,12-02-2024 13:45:27,12-02-2024 13:45:28,1.074s,PASSED
"click(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/div_ACCOUNT DETAILS                        _b895da""))",Chrome 121.0.0.0,,,12-02-2024 13:45:28,12-02-2024 13:45:29,1.201s,PASSED
"click(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input_Receive exclusive offers and promotio_5c7450""))",Chrome 121.0.0.0,,,12-02-2024 13:45:29,12-02-2024 13:45:29,0.614s,PASSED
"verifyTextPresent(""Use 5 character or longer"", false)",Chrome 121.0.0.0,,,12-02-2024 13:45:29,12-02-2024 13:45:30,0.746s,PASSED
"verifyTextPresent(""Your email address isn't formatted correctly"", false)",Chrome 121.0.0.0,,,12-02-2024 13:45:30,12-02-2024 13:45:31,0.409s,PASSED
"verifyTextPresent(""One upper letter required"", false)",Chrome 121.0.0.0,,,12-02-2024 13:45:31,12-02-2024 13:45:31,0.431s,PASSED
"verifyTextPresent(""Passwords do not match"", false)",Chrome 121.0.0.0,,,12-02-2024 13:45:31,12-02-2024 13:45:32,0.473s,PASSED
"verifyElementNotClickable(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/button_REGISTER""))",Chrome 121.0.0.0,,,12-02-2024 13:45:32,12-02-2024 13:45:32,0.664s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,12-02-2024 13:45:32,12-02-2024 13:45:33,0.562s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 13:45:35,12-02-2024 13:45:35,0.001s,PASSED
,,,,,,,
Test Cases/Register 03 - Sudah Ada User,Chrome 121.0.0.0,,,12-02-2024 13:45:35,12-02-2024 13:46:06,30.703s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 13:45:35,12-02-2024 13:45:36,0.794s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/#/"")",Chrome 121.0.0.0,,,12-02-2024 13:45:36,12-02-2024 13:45:40,3.683s,PASSED
"click(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 13:45:40,12-02-2024 13:45:44,4.443s,PASSED
delay(4),Chrome 121.0.0.0,,,12-02-2024 13:45:44,12-02-2024 13:45:48,4.019s,PASSED
"click(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/a_CREATE NEW ACCOUNT""))",Chrome 121.0.0.0,,,12-02-2024 13:45:48,12-02-2024 13:45:49,1.260s,PASSED
"setText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input__usernameRegisterPage""), username)",Chrome 121.0.0.0,,,12-02-2024 13:45:49,12-02-2024 13:45:52,2.605s,PASSED
"setText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input__emailRegisterPage""), email)",Chrome 121.0.0.0,,,12-02-2024 13:45:52,12-02-2024 13:45:54,1.894s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input__passwordRegisterPage""), password)",Chrome 121.0.0.0,,,12-02-2024 13:45:54,12-02-2024 13:45:55,0.964s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Record/Register/Page_Advantage Shopping/input__confirm_passwordRegisterPage""), password)",Chrome 121.0.0.0,,,12-02-2024 13:45:55,12-02-2024 13:45:56,1.535s,PASSED
"click(findTestObject(""Spy/Register/Page_Advantage Shopping/tocCheckbox""))",Chrome 121.0.0.0,,,12-02-2024 13:45:56,12-02-2024 13:45:58,1.249s,PASSED
"click(findTestObject(""Spy/Register/Page_Advantage Shopping/registerButton""))",Chrome 121.0.0.0,,,12-02-2024 13:45:58,12-02-2024 13:45:58,0.506s,PASSED
delay(4),Chrome 121.0.0.0,,,12-02-2024 13:45:58,12-02-2024 13:46:02,4.021s,PASSED
"verifyTextPresent(""User name already exists"", false)",Chrome 121.0.0.0,,,12-02-2024 13:46:02,12-02-2024 13:46:03,0.548s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,12-02-2024 13:46:03,12-02-2024 13:46:04,0.803s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 13:46:06,12-02-2024 13:46:06,0.002s,PASSED
